HR,acc_x,acc_y,acc_z,label
72.18,24.0,59.0,-1.0,0
72.17,24.0,59.0,-1.0,0
72.15,24.0,59.0,-1.0,0
72.12,23.0,59.0,-1.0,0
72.05,23.0,59.0,0.0,0
71.98,24.0,59.0,-1.0,0
71.92,25.0,59.0,3.0,0
71.85,25.0,58.0,0.0,0
72.0,21.0,56.0,16.0,0
72.17,24.0,53.0,20.0,0
72.35,38.0,23.0,54.0,0
72.53,39.0,19.0,42.0,0
72.68,51.0,19.0,31.0,0
72.82,65.0,3.0,2.0,0
72.93,40.0,21.0,44.0,0
73.02,30.0,11.0,54.0,0
73.08,31.0,11.0,56.0,0
73.15,34.0,16.0,51.0,0
73.22,34.0,11.0,50.0,0
73.28,40.0,10.0,47.0,0
73.35,38.0,10.0,49.0,0
73.42,34.0,11.0,50.0,0
73.53,37.0,11.0,49.0,0
73.62,39.0,12.0,48.0,0
73.72,41.0,12.0,47.0,0
73.82,40.0,12.0,47.0,0
73.97,39.0,12.0,48.0,0
74.07,40.0,12.0,47.0,0
74.18,39.0,12.0,48.0,0
74.38,39.0,12.0,48.0,0
74.47,42.0,12.0,46.0,0
74.58,45.0,13.0,44.0,0
74.68,46.0,13.0,42.0,0
74.78,36.0,13.0,50.0,0
74.88,38.0,14.0,49.0,0
74.97,65.0,19.0,-4.0,0
75.05,26.0,22.0,55.0,0
75.17,33.0,23.0,49.0,0
75.27,26.0,19.0,55.0,0
75.35,23.0,19.0,57.0,0
75.45,26.0,19.0,54.0,0
75.57,48.0,19.0,37.0,0
75.65,60.0,21.0,7.0,0
75.72,61.0,14.0,15.0,0
75.7,40.0,10.0,48.0,0
75.63,32.0,11.0,53.0,0
75.57,21.0,23.0,55.0,0
75.43,37.0,25.0,44.0,0
75.28,46.0,35.0,25.0,0
75.12,63.0,16.0,6.0,0
75.0,65.0,17.0,9.0,0
74.95,58.0,17.0,-5.0,0
74.88,62.0,17.0,-11.0,0
74.8,42.0,4.0,46.0,0
74.8,40.0,2.0,48.0,0
74.82,41.0,2.0,48.0,0
74.82,41.0,2.0,48.0,0
74.75,41.0,2.0,48.0,0
74.72,41.0,2.0,48.0,0
74.7,41.0,2.0,48.0,0
74.63,41.0,2.0,48.0,0
74.6,40.0,2.0,48.0,0
74.6,41.0,2.0,48.0,0
74.67,41.0,19.0,51.0,0
74.78,30.0,27.0,51.0,0
74.92,26.0,29.0,48.0,0
75.07,38.0,25.0,43.0,0
75.22,36.0,25.0,46.0,0
75.35,34.0,24.0,47.0,0
75.47,37.0,25.0,45.0,0
75.53,22.0,20.0,57.0,0
75.62,39.0,27.0,45.0,0
75.67,29.0,24.0,49.0,0
75.7,24.0,23.0,50.0,0
75.7,19.0,34.0,32.0,0
75.68,32.0,28.0,49.0,0
75.67,37.0,30.0,43.0,0
75.63,32.0,29.0,45.0,0
75.63,24.0,29.0,51.0,0
75.63,24.0,29.0,52.0,0
75.67,24.0,29.0,51.0,0
75.62,48.0,32.0,30.0,0
75.58,29.0,30.0,49.0,0
75.53,29.0,31.0,47.0,0
75.45,34.0,32.0,35.0,0
75.33,62.0,28.0,10.0,0
75.23,62.0,18.0,-7.0,0
75.17,54.0,31.0,-6.0,0
75.08,51.0,36.0,-12.0,0
75.03,48.0,37.0,-16.0,0
75.0,49.0,37.0,-14.0,0
74.95,50.0,38.0,-9.0,0
74.93,51.0,37.0,-8.0,0
74.92,52.0,37.0,-4.0,0
74.85,50.0,38.0,-2.0,0
74.77,52.0,37.0,-1.0,0
74.72,52.0,37.0,-2.0,0
74.65,50.0,38.0,-2.0,0
74.55,51.0,37.0,-5.0,0
74.45,51.0,37.0,-6.0,0
74.35,51.0,37.0,-5.0,0
74.27,51.0,37.0,-5.0,0
74.23,51.0,37.0,-4.0,0
74.2,52.0,37.0,-5.0,0
74.22,51.0,37.0,-4.0,0
74.23,52.0,37.0,-4.0,0
74.23,52.0,37.0,-4.0,0
74.25,52.0,36.0,-4.0,0
74.27,51.0,38.0,-3.0,0
74.28,52.0,37.0,5.0,0
74.3,52.0,37.0,4.0,0
74.27,52.0,36.0,4.0,0
74.28,52.0,36.0,3.0,0
74.32,52.0,37.0,3.0,0
74.28,52.0,37.0,3.0,0
74.23,52.0,37.0,4.0,0
74.18,52.0,37.0,4.0,0
74.17,52.0,37.0,4.0,0
74.1,52.0,37.0,3.0,0
74.02,52.0,36.0,4.0,0
74.0,52.0,36.0,3.0,0
73.95,52.0,37.0,4.0,0
73.88,52.0,36.0,4.0,0
73.77,52.0,36.0,4.0,0
73.6,52.0,36.0,4.0,0
73.43,52.0,36.0,3.0,0
73.27,52.0,36.0,3.0,0
73.1,52.0,36.0,3.0,0
72.95,52.0,36.0,3.0,0
72.8,52.0,36.0,3.0,0
72.68,52.0,36.0,3.0,0
72.52,52.0,36.0,3.0,0
72.38,52.0,36.0,3.0,0
72.27,52.0,36.0,3.0,0
72.2,52.0,36.0,3.0,0
72.17,52.0,36.0,3.0,0
72.15,52.0,36.0,3.0,0
72.13,52.0,36.0,3.0,0
72.1,52.0,36.0,3.0,0
72.07,52.0,36.0,3.0,0
72.0,52.0,36.0,3.0,0
72.02,52.0,36.0,3.0,0
71.98,52.0,36.0,3.0,0
71.95,52.0,36.0,2.0,0
71.95,52.0,36.0,3.0,0
71.95,52.0,36.0,3.0,0
71.93,52.0,36.0,3.0,0
71.9,52.0,36.0,3.0,0
71.9,52.0,36.0,3.0,0
71.88,53.0,35.0,3.0,0
71.87,53.0,36.0,2.0,0
71.83,52.0,36.0,3.0,0
71.78,52.0,36.0,3.0,0
71.73,52.0,36.0,3.0,0
71.7,52.0,35.0,4.0,0
71.68,52.0,36.0,4.0,0
71.65,53.0,35.0,3.0,0
71.6,53.0,35.0,3.0,0
71.62,52.0,35.0,3.0,0
71.65,52.0,36.0,4.0,0
71.65,53.0,35.0,3.0,0
71.65,54.0,35.0,3.0,0
71.63,54.0,34.0,3.0,0
71.62,54.0,34.0,3.0,0
71.62,54.0,34.0,4.0,0
71.63,53.0,34.0,4.0,0
71.65,54.0,34.0,4.0,0
71.68,54.0,34.0,4.0,0
71.73,53.0,34.0,3.0,0
71.8,54.0,34.0,3.0,0
71.85,54.0,34.0,4.0,0
71.92,54.0,34.0,4.0,0
71.97,54.0,33.0,4.0,0
72.02,53.0,34.0,4.0,0
72.07,54.0,34.0,4.0,0
72.12,54.0,34.0,4.0,0
72.15,54.0,34.0,4.0,0
72.17,54.0,34.0,3.0,0
72.17,54.0,34.0,3.0,0
72.13,53.0,34.0,4.0,0
72.1,55.0,32.0,3.0,0
72.07,54.0,32.0,3.0,0
72.0,55.0,32.0,3.0,0
71.92,54.0,32.0,3.0,0
71.85,54.0,33.0,3.0,0
71.82,54.0,32.0,3.0,0
71.77,55.0,32.0,3.0,0
71.73,54.0,32.0,4.0,0
71.73,54.0,32.0,3.0,0
71.77,54.0,33.0,4.0,0
71.78,54.0,33.0,4.0,0
71.83,54.0,33.0,4.0,0
71.87,54.0,33.0,4.0,0
71.88,54.0,33.0,4.0,0
71.87,54.0,32.0,4.0,0
71.85,58.0,28.0,2.0,0
71.82,62.0,20.0,-5.0,0
71.82,65.0,13.0,-6.0,0
71.8,59.0,18.0,-5.0,0
71.77,60.0,18.0,-7.0,0
71.75,60.0,18.0,-8.0,0
71.68,60.0,18.0,-7.0,0
71.63,60.0,17.0,-6.0,0
71.6,60.0,18.0,-5.0,0
71.55,60.0,18.0,-5.0,0
71.52,61.0,18.0,-5.0,0
71.5,60.0,18.0,-5.0,0
71.4,61.0,17.0,-5.0,0
71.43,60.0,17.0,-5.0,0
71.48,61.0,18.0,-5.0,0
71.53,60.0,18.0,-5.0,0
71.6,60.0,18.0,-5.0,0
71.65,60.0,17.0,-5.0,0
71.7,60.0,17.0,-5.0,0
71.75,61.0,18.0,-5.0,0
71.8,61.0,17.0,-4.0,0
71.83,60.0,17.0,-5.0,0
71.85,61.0,17.0,-5.0,0
71.85,60.0,17.0,-5.0,0
71.87,60.0,18.0,-5.0,0
71.93,60.0,18.0,-5.0,0
71.98,60.0,17.0,-5.0,0
72.02,60.0,18.0,-5.0,0
72.03,60.0,18.0,-5.0,0
72.02,61.0,18.0,-5.0,0
72.0,61.0,18.0,-4.0,0
71.97,61.0,18.0,-5.0,0
71.92,60.0,18.0,-5.0,0
71.87,60.0,18.0,-5.0,0
71.8,60.0,18.0,-5.0,0
71.73,61.0,17.0,-4.0,0
71.65,60.0,17.0,-4.0,0
71.58,60.0,18.0,-5.0,0
71.55,61.0,17.0,-5.0,0
71.5,61.0,17.0,-4.0,0
71.47,60.0,17.0,-4.0,0
71.47,60.0,18.0,-4.0,0
71.45,61.0,18.0,-5.0,0
71.43,60.0,18.0,-5.0,0
71.42,60.0,18.0,-4.0,0
71.37,61.0,18.0,-5.0,0
71.33,60.0,18.0,-4.0,0
71.3,60.0,18.0,-4.0,0
71.3,60.0,18.0,-4.0,0
71.28,60.0,18.0,-5.0,0
71.25,60.0,18.0,-4.0,0
71.27,60.0,18.0,-4.0,0
71.32,61.0,18.0,-4.0,0
71.35,61.0,18.0,-4.0,0
71.38,60.0,18.0,-4.0,0
71.42,60.0,18.0,-4.0,0
71.45,60.0,18.0,-4.0,0
71.48,60.0,18.0,-4.0,0
71.52,60.0,18.0,-3.0,0
71.57,60.0,18.0,-4.0,0
71.6,60.0,18.0,-4.0,0
71.63,61.0,18.0,-4.0,0
71.63,60.0,18.0,-4.0,0
71.65,60.0,18.0,-4.0,0
71.67,59.0,18.0,-5.0,0
71.7,59.0,18.0,-12.0,0
71.82,60.0,18.0,-12.0,0
71.78,59.0,19.0,-11.0,0
71.7,60.0,19.0,-11.0,0
71.6,59.0,19.0,-11.0,0
71.55,60.0,18.0,-8.0,0
71.47,60.0,18.0,-4.0,0
71.47,60.0,17.0,-3.0,0
71.33,61.0,17.0,-2.0,0
71.2,61.0,17.0,-1.0,0
71.1,61.0,17.0,-3.0,0
71.07,61.0,17.0,-2.0,0
71.05,61.0,17.0,-2.0,0
71.07,61.0,17.0,-2.0,0
71.12,61.0,17.0,-2.0,0
71.13,61.0,17.0,-2.0,0
70.97,61.0,17.0,-2.0,0
70.83,61.0,17.0,-2.0,0
70.73,61.0,17.0,-2.0,0
70.67,61.0,16.0,-2.0,0
70.63,61.0,17.0,-2.0,0
70.62,61.0,17.0,-2.0,0
70.65,60.0,17.0,-2.0,0
70.7,61.0,17.0,-2.0,0
70.77,61.0,17.0,-2.0,0
70.83,61.0,17.0,-2.0,0
70.92,61.0,17.0,-2.0,0
71.0,61.0,17.0,-2.0,0
71.05,61.0,18.0,-2.0,0
71.08,48.0,30.0,-25.0,0
71.18,49.0,36.0,14.0,0
71.27,52.0,33.0,14.0,0
71.37,48.0,11.0,29.0,0
71.42,42.0,11.0,45.0,0
71.5,38.0,-5.0,47.0,0
71.57,49.0,-11.0,36.0,0
71.65,44.0,-11.0,42.0,0
71.77,28.0,-20.0,40.0,0
71.88,45.0,-20.0,40.0,0
72.07,52.0,-21.0,22.0,0
72.28,49.0,-24.0,33.0,0
72.6,-23.0,-47.0,35.0,0
72.9,-29.0,-49.0,26.0,0
73.18,31.0,9.0,48.0,0
73.47,32.0,1.0,51.0,0
73.77,43.0,-1.0,46.0,0
74.0,41.0,-1.0,48.0,0
74.2,42.0,-2.0,46.0,0
74.35,43.0,-1.0,46.0,0
74.47,43.0,-2.0,46.0,0
74.52,43.0,-2.0,46.0,0
74.58,43.0,-2.0,46.0,0
74.62,43.0,-2.0,46.0,0
74.68,43.0,-2.0,46.0,0
74.83,43.0,-2.0,46.0,0
74.95,43.0,-2.0,46.0,0
75.08,43.0,-2.0,46.0,0
75.27,43.0,-2.0,46.0,0
75.4,43.0,-2.0,46.0,0
75.47,43.0,-2.0,46.0,0
75.45,42.0,-2.0,47.0,0
75.42,43.0,-2.0,46.0,0
75.45,44.0,-4.0,44.0,0
75.55,43.0,-2.0,45.0,0
75.67,44.0,-2.0,45.0,0
75.72,42.0,0.0,33.0,0
75.72,38.0,-68.0,26.0,0
75.72,31.0,-47.0,7.0,0
75.73,50.0,-57.0,10.0,0
75.73,14.0,-61.0,8.0,0
75.88,50.0,-33.0,-17.0,0
75.97,30.0,-50.0,11.0,0
76.12,49.0,-28.0,26.0,0
76.18,31.0,-20.0,52.0,0
76.22,34.0,0.0,54.0,0
76.25,34.0,9.0,52.0,0
76.47,33.0,10.0,53.0,0
76.65,34.0,7.0,52.0,4
76.8,33.0,6.0,53.0,4
76.9,34.0,6.0,53.0,4
77.02,32.0,6.0,54.0,4
77.17,33.0,6.0,53.0,4
77.37,32.0,6.0,54.0,4
77.52,32.0,6.0,54.0,4
77.68,32.0,6.0,54.0,4
77.87,32.0,7.0,53.0,4
78.03,32.0,7.0,54.0,4
78.18,31.0,7.0,54.0,4
78.33,31.0,7.0,54.0,4
78.48,32.0,7.0,53.0,4
78.57,31.0,7.0,54.0,4
78.65,31.0,7.0,54.0,4
78.7,31.0,7.0,54.0,4
78.77,31.0,7.0,54.0,4
78.8,31.0,8.0,54.0,4
78.83,31.0,7.0,54.0,4
78.82,31.0,7.0,54.0,4
78.78,31.0,7.0,54.0,4
78.77,31.0,7.0,54.0,4
78.73,31.0,7.0,54.0,4
78.7,31.0,7.0,54.0,4
78.55,31.0,7.0,54.0,4
78.43,31.0,7.0,54.0,4
78.33,31.0,7.0,54.0,4
78.27,31.0,7.0,55.0,4
78.2,31.0,7.0,54.0,4
78.17,31.0,7.0,54.0,4
78.12,31.0,7.0,54.0,4
78.08,31.0,7.0,54.0,4
78.07,31.0,7.0,54.0,4
78.1,31.0,7.0,54.0,4
78.08,31.0,8.0,54.0,4
78.07,31.0,7.0,54.0,4
78.0,31.0,7.0,54.0,4
77.83,31.0,7.0,54.0,4
77.73,31.0,8.0,54.0,4
77.63,31.0,7.0,54.0,4
77.52,31.0,7.0,54.0,4
77.4,31.0,7.0,55.0,4
77.35,31.0,7.0,54.0,4
77.33,31.0,7.0,54.0,4
77.28,31.0,7.0,54.0,4
77.27,31.0,8.0,54.0,4
77.22,31.0,7.0,55.0,4
77.17,31.0,7.0,54.0,4
77.12,31.0,7.0,54.0,4
77.13,31.0,7.0,54.0,4
77.18,31.0,7.0,54.0,4
77.22,31.0,7.0,54.0,4
77.25,31.0,7.0,54.0,4
77.1,31.0,8.0,54.0,4
76.95,31.0,7.0,54.0,4
76.73,31.0,7.0,54.0,4
76.57,31.0,7.0,54.0,4
76.43,31.0,7.0,54.0,4
76.38,31.0,8.0,54.0,4
76.33,31.0,8.0,54.0,4
76.28,30.0,7.0,55.0,4
76.22,31.0,7.0,54.0,4
76.13,31.0,7.0,54.0,4
75.98,31.0,7.0,54.0,4
75.78,31.0,7.0,55.0,4
75.48,31.0,7.0,54.0,4
75.23,31.0,7.0,54.0,4
74.97,31.0,8.0,54.0,4
74.68,31.0,7.0,54.0,4
74.42,31.0,7.0,54.0,4
74.2,31.0,7.0,54.0,4
74.05,31.0,7.0,54.0,4
73.97,31.0,7.0,54.0,4
73.88,31.0,7.0,54.0,4
73.8,31.0,7.0,54.0,4
73.7,31.0,7.0,54.0,4
73.58,31.0,8.0,55.0,4
73.43,31.0,8.0,54.0,4
73.28,31.0,8.0,55.0,4
73.13,31.0,8.0,54.0,4
72.98,31.0,7.0,55.0,4
72.82,31.0,7.0,54.0,4
72.65,31.0,7.0,54.0,4
72.48,31.0,8.0,54.0,4
72.35,30.0,7.0,54.0,4
72.22,31.0,7.0,54.0,4
72.07,31.0,8.0,54.0,4
71.9,31.0,7.0,55.0,4
71.72,31.0,7.0,54.0,4
71.55,31.0,7.0,54.0,4
71.38,30.0,7.0,55.0,4
71.23,31.0,8.0,55.0,4
71.05,31.0,8.0,55.0,4
70.87,31.0,7.0,55.0,4
70.68,31.0,7.0,55.0,4
70.52,31.0,7.0,54.0,4
70.4,31.0,7.0,55.0,4
70.32,31.0,7.0,55.0,4
70.23,31.0,7.0,55.0,4
70.17,31.0,7.0,54.0,4
70.07,31.0,7.0,55.0,4
70.0,30.0,7.0,55.0,4
69.93,31.0,8.0,54.0,4
69.88,31.0,7.0,55.0,4
69.87,30.0,7.0,55.0,4
69.88,30.0,7.0,54.0,4
69.88,31.0,7.0,55.0,4
69.9,31.0,8.0,55.0,4
69.92,30.0,7.0,55.0,4
69.95,31.0,8.0,55.0,4
69.97,31.0,8.0,55.0,4
69.98,30.0,8.0,55.0,4
70.0,30.0,7.0,55.0,4
70.0,31.0,7.0,55.0,4
70.0,30.0,7.0,55.0,4
69.98,30.0,7.0,55.0,4
69.93,31.0,8.0,55.0,4
69.87,31.0,7.0,55.0,4
69.73,31.0,8.0,54.0,4
69.6,31.0,8.0,55.0,4
69.48,30.0,7.0,55.0,4
69.42,30.0,7.0,54.0,4
69.37,31.0,8.0,55.0,4
69.33,31.0,7.0,55.0,4
69.32,31.0,8.0,54.0,4
69.33,30.0,7.0,55.0,4
69.35,30.0,7.0,55.0,4
69.38,31.0,7.0,55.0,4
69.4,30.0,7.0,54.0,4
69.42,31.0,7.0,55.0,4
69.4,30.0,7.0,55.0,4
69.35,30.0,7.0,55.0,4
69.23,31.0,8.0,55.0,4
69.1,30.0,7.0,55.0,4
68.98,30.0,8.0,55.0,4
68.87,30.0,7.0,55.0,4
68.77,31.0,7.0,55.0,4
68.7,31.0,8.0,55.0,4
68.65,31.0,7.0,55.0,4
68.62,30.0,7.0,55.0,4
68.6,30.0,7.0,55.0,4
68.62,30.0,7.0,55.0,4
68.65,30.0,7.0,55.0,4
68.7,30.0,7.0,55.0,4
68.77,30.0,8.0,55.0,4
68.83,31.0,7.0,55.0,4
68.92,30.0,7.0,55.0,4
68.98,30.0,7.0,54.0,4
69.03,30.0,8.0,55.0,4
69.03,30.0,7.0,55.0,4
69.03,30.0,7.0,55.0,4
69.03,30.0,7.0,55.0,4
69.08,31.0,7.0,55.0,4
69.13,31.0,7.0,55.0,4
69.22,30.0,7.0,55.0,4
69.32,31.0,8.0,55.0,4
69.38,31.0,7.0,55.0,4
69.43,31.0,8.0,54.0,4
69.47,30.0,8.0,55.0,4
69.5,30.0,7.0,55.0,4
69.55,31.0,7.0,55.0,4
69.6,31.0,7.0,54.0,4
69.65,31.0,7.0,54.0,4
69.7,31.0,7.0,55.0,4
69.73,31.0,7.0,55.0,4
69.77,30.0,7.0,55.0,4
69.82,31.0,7.0,54.0,4
69.87,31.0,7.0,55.0,4
69.93,31.0,7.0,54.0,4
70.0,30.0,7.0,55.0,4
70.08,31.0,7.0,55.0,4
70.15,31.0,7.0,55.0,4
70.2,30.0,7.0,54.0,4
70.23,30.0,7.0,55.0,4
70.25,31.0,7.0,55.0,4
70.28,30.0,7.0,55.0,4
70.33,31.0,7.0,54.0,4
70.4,31.0,7.0,54.0,4
70.5,30.0,7.0,54.0,4
70.62,31.0,7.0,55.0,4
70.75,30.0,7.0,55.0,4
70.83,31.0,7.0,55.0,4
70.93,31.0,8.0,54.0,4
71.02,31.0,7.0,54.0,4
71.1,31.0,7.0,55.0,4
71.17,31.0,7.0,55.0,4
71.22,31.0,7.0,55.0,4
71.28,30.0,7.0,55.0,4
71.35,31.0,7.0,55.0,4
71.4,31.0,7.0,55.0,4
71.45,30.0,7.0,55.0,4
71.48,30.0,7.0,55.0,4
71.52,30.0,7.0,55.0,4
71.57,30.0,6.0,55.0,4
71.6,30.0,7.0,55.0,4
71.65,31.0,7.0,55.0,4
71.68,30.0,8.0,55.0,4
71.72,30.0,7.0,55.0,4
71.73,30.0,7.0,55.0,4
71.75,30.0,7.0,55.0,4
71.77,30.0,7.0,55.0,4
71.8,30.0,7.0,55.0,4
71.82,30.0,7.0,55.0,4
71.83,30.0,7.0,55.0,4
71.82,30.0,7.0,55.0,4
71.8,30.0,7.0,55.0,4
71.77,30.0,7.0,55.0,4
71.75,30.0,7.0,55.0,4
71.75,30.0,7.0,55.0,4
71.77,30.0,7.0,55.0,4
71.8,30.0,7.0,55.0,4
71.83,30.0,7.0,55.0,4
71.85,31.0,7.0,54.0,4
71.9,31.0,6.0,54.0,4
71.97,31.0,6.0,54.0,4
72.05,31.0,5.0,54.0,4
72.12,32.0,5.0,54.0,4
72.17,32.0,5.0,54.0,4
72.17,32.0,5.0,54.0,4
72.15,32.0,6.0,54.0,4
72.12,31.0,6.0,54.0,4
72.08,31.0,7.0,54.0,4
72.02,31.0,7.0,55.0,4
71.93,30.0,7.0,55.0,4
71.82,30.0,7.0,55.0,4
71.7,30.0,7.0,55.0,4
71.58,30.0,7.0,55.0,4
71.48,30.0,7.0,55.0,4
71.4,31.0,7.0,55.0,4
71.37,31.0,7.0,55.0,4
71.38,31.0,7.0,55.0,4
71.43,31.0,7.0,55.0,4
71.52,30.0,7.0,55.0,4
71.63,31.0,8.0,55.0,4
71.77,30.0,7.0,55.0,4
71.88,30.0,7.0,55.0,4
72.02,30.0,7.0,55.0,4
72.12,30.0,7.0,55.0,4
72.15,30.0,7.0,55.0,4
72.1,30.0,7.0,55.0,4
72.0,31.0,7.0,55.0,4
71.9,30.0,7.0,55.0,4
71.78,30.0,7.0,55.0,4
71.7,30.0,7.0,55.0,4
71.62,30.0,7.0,55.0,4
71.53,30.0,7.0,55.0,4
71.48,30.0,7.0,55.0,4
71.42,31.0,7.0,55.0,4
71.38,30.0,7.0,55.0,4
71.37,30.0,7.0,55.0,4
71.38,30.0,7.0,55.0,4
71.4,30.0,7.0,55.0,4
71.43,30.0,7.0,55.0,4
71.45,30.0,7.0,55.0,4
71.48,30.0,7.0,55.0,4
71.52,30.0,7.0,55.0,4
71.58,30.0,7.0,55.0,4
71.65,30.0,7.0,55.0,4
71.72,30.0,7.0,55.0,4
71.77,30.0,7.0,55.0,4
71.82,30.0,7.0,55.0,4
71.87,30.0,7.0,55.0,4
71.9,31.0,7.0,55.0,4
71.93,30.0,7.0,55.0,4
71.95,30.0,7.0,55.0,4
71.97,30.0,7.0,55.0,4
71.97,30.0,7.0,55.0,4
71.97,31.0,7.0,55.0,4
71.95,31.0,7.0,55.0,4
71.93,30.0,7.0,55.0,4
71.93,30.0,7.0,55.0,4
71.93,30.0,7.0,55.0,4
71.93,30.0,7.0,55.0,4
71.93,30.0,7.0,55.0,4
71.88,30.0,7.0,55.0,4
71.82,31.0,7.0,55.0,4
71.78,30.0,7.0,55.0,4
71.78,30.0,7.0,55.0,4
71.85,30.0,7.0,55.0,4
71.93,30.0,7.0,55.0,4
72.05,30.0,7.0,55.0,4
72.15,30.0,7.0,55.0,4
72.28,30.0,7.0,55.0,4
72.42,30.0,7.0,55.0,4
72.58,30.0,7.0,55.0,4
72.75,30.0,7.0,55.0,4
72.92,30.0,7.0,55.0,4
73.05,30.0,7.0,55.0,4
73.13,30.0,7.0,55.0,4
73.15,30.0,7.0,55.0,4
73.12,30.0,7.0,55.0,4
73.08,30.0,7.0,55.0,4
73.03,30.0,7.0,55.0,4
72.98,30.0,7.0,55.0,4
72.93,30.0,7.0,55.0,4
72.9,30.0,7.0,55.0,4
72.88,30.0,7.0,55.0,4
72.88,30.0,7.0,55.0,4
72.92,30.0,7.0,55.0,4
73.02,31.0,7.0,55.0,4
73.13,30.0,7.0,55.0,4
73.25,30.0,7.0,55.0,4
73.37,30.0,7.0,55.0,4
73.45,30.0,7.0,55.0,4
73.52,30.0,7.0,55.0,4
73.58,30.0,7.0,55.0,4
73.63,30.0,7.0,55.0,4
73.68,30.0,7.0,55.0,4
73.72,30.0,7.0,55.0,4
73.75,30.0,7.0,55.0,4
73.77,30.0,7.0,55.0,4
73.8,31.0,7.0,55.0,4
73.83,30.0,7.0,55.0,4
73.88,31.0,7.0,54.0,4
73.92,30.0,7.0,55.0,4
73.95,30.0,7.0,55.0,4
73.95,30.0,7.0,55.0,4
73.95,31.0,7.0,55.0,4
73.93,30.0,7.0,55.0,4
73.93,30.0,7.0,55.0,4
73.92,30.0,7.0,55.0,4
73.88,30.0,7.0,55.0,4
73.87,31.0,7.0,55.0,4
73.83,30.0,7.0,55.0,4
73.82,30.0,7.0,55.0,4
73.82,30.0,7.0,55.0,4
73.83,30.0,7.0,55.0,4
73.87,30.0,7.0,55.0,4
73.93,30.0,7.0,55.0,4
74.0,30.0,7.0,55.0,4
74.05,30.0,7.0,55.0,4
74.1,30.0,7.0,55.0,4
74.13,30.0,7.0,55.0,4
74.13,30.0,7.0,55.0,4
74.15,30.0,7.0,55.0,4
74.17,30.0,7.0,55.0,4
74.15,30.0,7.0,55.0,4
74.12,30.0,7.0,55.0,4
74.07,30.0,7.0,55.0,4
73.98,30.0,7.0,55.0,4
73.88,30.0,7.0,55.0,4
73.82,31.0,7.0,55.0,4
73.73,30.0,8.0,55.0,4
73.67,30.0,7.0,55.0,4
73.6,30.0,7.0,55.0,4
73.53,30.0,7.0,55.0,4
73.47,31.0,7.0,55.0,4
73.4,30.0,7.0,55.0,4
73.35,30.0,7.0,55.0,4
73.3,30.0,7.0,55.0,4
73.23,30.0,7.0,55.0,4
73.15,30.0,7.0,55.0,4
73.07,30.0,7.0,55.0,4
72.97,30.0,7.0,55.0,4
72.87,30.0,7.0,55.0,4
72.75,30.0,7.0,55.0,4
72.62,30.0,7.0,55.0,4
72.48,30.0,7.0,55.0,4
72.37,30.0,7.0,55.0,4
72.25,30.0,7.0,55.0,4
72.15,30.0,7.0,55.0,4
72.07,30.0,7.0,55.0,4
72.0,30.0,7.0,55.0,4
71.95,30.0,7.0,55.0,4
71.9,30.0,7.0,55.0,4
71.87,30.0,7.0,55.0,4
71.82,30.0,7.0,55.0,4
71.77,30.0,7.0,55.0,4
71.72,30.0,7.0,55.0,4
71.67,30.0,7.0,55.0,4
71.62,30.0,7.0,55.0,4
71.57,30.0,7.0,55.0,4
71.52,31.0,7.0,55.0,4
71.47,30.0,7.0,55.0,4
71.43,30.0,7.0,55.0,4
71.38,30.0,7.0,55.0,4
71.35,30.0,7.0,55.0,4
71.3,30.0,7.0,55.0,4
71.27,30.0,7.0,55.0,4
71.23,30.0,7.0,55.0,4
71.23,30.0,6.0,55.0,4
71.25,31.0,7.0,55.0,4
71.28,30.0,7.0,55.0,4
71.3,30.0,7.0,55.0,4
71.32,30.0,7.0,55.0,4
71.32,30.0,7.0,55.0,4
71.32,30.0,7.0,55.0,4
71.3,30.0,7.0,55.0,4
71.25,31.0,7.0,55.0,4
71.18,31.0,6.0,55.0,4
71.08,30.0,7.0,55.0,4
70.95,30.0,7.0,55.0,4
70.82,30.0,7.0,55.0,4
70.72,30.0,7.0,55.0,4
70.65,30.0,7.0,55.0,4
70.6,30.0,7.0,55.0,4
70.6,30.0,7.0,55.0,4
70.62,30.0,7.0,55.0,4
70.63,30.0,7.0,55.0,0
70.67,30.0,7.0,55.0,0
70.7,30.0,7.0,55.0,0
70.72,30.0,7.0,55.0,0
70.72,30.0,7.0,55.0,0
70.68,30.0,7.0,55.0,0
70.63,30.0,7.0,55.0,0
70.57,30.0,8.0,55.0,0
70.48,30.0,7.0,55.0,0
70.4,30.0,7.0,55.0,0
70.33,30.0,7.0,55.0,0
70.27,30.0,7.0,55.0,0
70.22,30.0,7.0,55.0,0
70.18,30.0,7.0,55.0,0
70.17,30.0,7.0,55.0,0
70.17,30.0,8.0,55.0,0
70.18,31.0,8.0,54.0,0
70.22,30.0,9.0,55.0,0
70.27,30.0,8.0,55.0,0
70.35,30.0,7.0,55.0,0
70.43,30.0,7.0,55.0,0
70.55,30.0,7.0,55.0,0
70.65,35.0,12.0,53.0,0
70.73,33.0,16.0,55.0,0
70.82,19.0,10.0,53.0,0
70.88,30.0,30.0,38.0,0
70.95,39.0,25.0,44.0,0
70.98,38.0,24.0,50.0,0
71.05,39.0,27.0,54.0,0
71.1,30.0,10.0,58.0,0
71.13,27.0,12.0,56.0,0
71.17,27.0,12.0,56.0,0
